t,MV,PV,DV
1.970000000000000000e+02,7.000000000000000000e+01,4.546000000000000085e+01,5.000000000000000000e+01
1.980000000000000000e+02,7.000000000000000000e+01,4.557999999999999829e+01,5.000000000000000000e+01
1.990000000000000000e+02,7.000000000000000000e+01,4.664999999999999858e+01,5.000000000000000000e+01
2.000000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.010000000000000000e+02,7.000000000000000000e+01,4.549000000000000199e+01,5.000000000000000000e+01
2.020000000000000000e+02,7.000000000000000000e+01,4.575000000000000000e+01,5.000000000000000000e+01
2.030000000000000000e+02,7.000000000000000000e+01,4.520000000000000284e+01,5.000000000000000000e+01
2.040000000000000000e+02,7.000000000000000000e+01,4.513000000000000256e+01,5.000000000000000000e+01
2.050000000000000000e+02,7.000000000000000000e+01,4.546000000000000085e+01,5.000000000000000000e+01
2.060000000000000000e+02,7.000000000000000000e+01,4.532999999999999829e+01,5.000000000000000000e+01
2.070000000000000000e+02,7.000000000000000000e+01,4.575000000000000000e+01,5.000000000000000000e+01
2.080000000000000000e+02,7.000000000000000000e+01,4.584000000000000341e+01,5.000000000000000000e+01
2.090000000000000000e+02,7.000000000000000000e+01,4.586999999999999744e+01,5.000000000000000000e+01
2.100000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.110000000000000000e+02,7.000000000000000000e+01,4.590999999999999659e+01,5.000000000000000000e+01
2.120000000000000000e+02,7.000000000000000000e+01,4.590999999999999659e+01,5.000000000000000000e+01
2.130000000000000000e+02,7.000000000000000000e+01,4.593999999999999773e+01,5.000000000000000000e+01
2.140000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.150000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.160000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.170000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.180000000000000000e+02,7.000000000000000000e+01,4.610000000000000142e+01,5.000000000000000000e+01
2.190000000000000000e+02,7.000000000000000000e+01,4.575000000000000000e+01,5.000000000000000000e+01
2.200000000000000000e+02,7.000000000000000000e+01,4.707000000000000028e+01,5.000000000000000000e+01
2.210000000000000000e+02,7.000000000000000000e+01,4.620000000000000284e+01,5.000000000000000000e+01
2.220000000000000000e+02,7.000000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01
2.230000000000000000e+02,7.000000000000000000e+01,4.625999999999999801e+01,5.000000000000000000e+01
2.240000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.250000000000000000e+02,7.000000000000000000e+01,4.632999999999999829e+01,5.000000000000000000e+01
2.260000000000000000e+02,7.000000000000000000e+01,4.628999999999999915e+01,5.000000000000000000e+01
2.270000000000000000e+02,7.000000000000000000e+01,4.622999999999999687e+01,5.000000000000000000e+01
2.280000000000000000e+02,7.000000000000000000e+01,4.632999999999999829e+01,5.000000000000000000e+01
2.290000000000000000e+02,7.000000000000000000e+01,4.620000000000000284e+01,5.000000000000000000e+01
2.300000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.310000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.320000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.330000000000000000e+02,7.000000000000000000e+01,4.561999999999999744e+01,5.000000000000000000e+01
2.340000000000000000e+02,7.000000000000000000e+01,4.639000000000000057e+01,5.000000000000000000e+01
2.350000000000000000e+02,7.000000000000000000e+01,4.715999999999999659e+01,5.000000000000000000e+01
2.360000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.370000000000000000e+02,7.000000000000000000e+01,4.642000000000000171e+01,5.000000000000000000e+01
2.380000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.390000000000000000e+02,7.000000000000000000e+01,4.652000000000000313e+01,5.000000000000000000e+01
2.400000000000000000e+02,7.000000000000000000e+01,4.664999999999999858e+01,5.000000000000000000e+01
2.410000000000000000e+02,7.000000000000000000e+01,4.710000000000000142e+01,5.000000000000000000e+01
2.420000000000000000e+02,7.000000000000000000e+01,4.654999999999999716e+01,5.000000000000000000e+01
2.430000000000000000e+02,7.000000000000000000e+01,4.654999999999999716e+01,5.000000000000000000e+01
2.440000000000000000e+02,7.000000000000000000e+01,4.664999999999999858e+01,5.000000000000000000e+01
2.450000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.460000000000000000e+02,7.000000000000000000e+01,4.632999999999999829e+01,5.000000000000000000e+01
2.470000000000000000e+02,7.000000000000000000e+01,4.664999999999999858e+01,5.000000000000000000e+01
2.480000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.490000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.500000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.510000000000000000e+02,7.000000000000000000e+01,4.767999999999999972e+01,5.000000000000000000e+01
2.520000000000000000e+02,7.000000000000000000e+01,4.671000000000000085e+01,5.000000000000000000e+01
2.530000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.540000000000000000e+02,7.000000000000000000e+01,4.760999999999999943e+01,5.000000000000000000e+01
2.550000000000000000e+02,7.000000000000000000e+01,4.686999999999999744e+01,5.000000000000000000e+01
2.560000000000000000e+02,7.000000000000000000e+01,4.684000000000000341e+01,5.000000000000000000e+01
2.570000000000000000e+02,7.000000000000000000e+01,4.664999999999999858e+01,5.000000000000000000e+01
2.580000000000000000e+02,7.000000000000000000e+01,4.684000000000000341e+01,5.000000000000000000e+01
2.590000000000000000e+02,7.000000000000000000e+01,4.678000000000000114e+01,5.000000000000000000e+01
2.600000000000000000e+02,7.000000000000000000e+01,4.690999999999999659e+01,5.000000000000000000e+01
2.610000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.620000000000000000e+02,7.000000000000000000e+01,4.681000000000000227e+01,5.000000000000000000e+01
2.630000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.640000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.650000000000000000e+02,7.000000000000000000e+01,4.707000000000000028e+01,5.000000000000000000e+01
2.660000000000000000e+02,7.000000000000000000e+01,4.642000000000000171e+01,5.000000000000000000e+01
2.670000000000000000e+02,7.000000000000000000e+01,4.707000000000000028e+01,5.000000000000000000e+01
2.680000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.690000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.700000000000000000e+02,7.000000000000000000e+01,4.657999999999999829e+01,5.000000000000000000e+01
2.710000000000000000e+02,7.000000000000000000e+01,4.749000000000000199e+01,5.000000000000000000e+01
2.720000000000000000e+02,7.000000000000000000e+01,4.710000000000000142e+01,5.000000000000000000e+01
2.730000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.740000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.750000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.760000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.770000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.780000000000000000e+02,7.000000000000000000e+01,4.703000000000000114e+01,5.000000000000000000e+01
2.790000000000000000e+02,7.000000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01
2.800000000000000000e+02,7.000000000000000000e+01,4.674000000000000199e+01,5.000000000000000000e+01
2.810000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.820000000000000000e+02,7.000000000000000000e+01,4.703000000000000114e+01,5.000000000000000000e+01
2.830000000000000000e+02,7.000000000000000000e+01,4.649000000000000199e+01,5.000000000000000000e+01
2.840000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.850000000000000000e+02,7.000000000000000000e+01,4.728999999999999915e+01,5.000000000000000000e+01
2.860000000000000000e+02,7.000000000000000000e+01,4.722999999999999687e+01,5.000000000000000000e+01
2.870000000000000000e+02,7.000000000000000000e+01,4.728999999999999915e+01,5.000000000000000000e+01
2.880000000000000000e+02,7.000000000000000000e+01,4.757999999999999829e+01,5.000000000000000000e+01
2.890000000000000000e+02,7.000000000000000000e+01,4.693999999999999773e+01,5.000000000000000000e+01
2.900000000000000000e+02,7.000000000000000000e+01,4.720000000000000284e+01,5.000000000000000000e+01
