t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man
8.100000000000000000e+01, 5.000000000000000000e+01, 8.403882787769762786e+01, -3.232374482979626151e+01, -1.715083047901365232e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.544000000000000128e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.200000000000000000e+01, 5.000000000000000000e+01, 8.358603246887383875e+01, -3.162921387861442923e+01, -1.956818590259410406e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.553999999999999915e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.300000000000000000e+01, 5.000000000000000000e+01, 8.082398047504864280e+01, -2.656452872611892602e+01, -4.259451748929716786e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.614999999999999858e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.400000000000000000e+01, 5.000000000000000000e+01, 8.009950782093055466e+01, -2.560080730841934837e+01, -4.498700512511207172e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.630999999999999872e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.500000000000000000e+01, 5.000000000000000000e+01, 7.978255103475389376e+01, -2.543573551234403851e+01, -4.346815522409856136e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.637999999999999901e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.600000000000000000e+01, 5.000000000000000000e+01, 7.919391700328294803e+01, -2.473897193550884310e+01, -4.454945067774106704e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.651000000000000156e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.700000000000000000e+01, 5.000000000000000000e+01, 7.774497169504678595e+01, -2.241587106821438624e+01, -5.329100626832400600e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.682999999999999829e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.800000000000000000e+01, 5.000000000000000000e+01, 7.733745582710535871e+01, -2.215934366526408894e+01, -5.178112161841270655e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.692000000000000171e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.900000000000000000e+01, 5.000000000000000000e+01, 7.878640113534152079e+01, -2.542029774394700681e+01, -3.366103391394514865e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.660000000000000142e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.000000000000000000e+01, 5.000000000000000000e+01, 7.905807838063581983e+01, -2.626491874104013036e+01, -2.793159639595689026e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.653999999999999915e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
