tm,MVm,PVm
3.800000000000000000e+01,1.000000000000000000e+00,4.424999999999990052e-02
3.900000000000000000e+01,1.000000000000000000e+00,4.350000000000005251e-02
4.000000000000000000e+01,1.000000000000000000e+00,4.350000000000005251e-02
4.100000000000000000e+01,1.000000000000000000e+00,4.824999999999999428e-02
4.200000000000000000e+01,1.000000000000000000e+00,6.425000000000000155e-02
4.300000000000000000e+01,1.000000000000000000e+00,5.224999999999990763e-02
4.400000000000000000e+01,1.000000000000000000e+00,3.949999999999995876e-02
4.500000000000000000e+01,1.000000000000000000e+00,5.299999999999993605e-02
4.600000000000000000e+01,1.000000000000000000e+00,5.625000000000000139e-02
4.700000000000000000e+01,1.000000000000000000e+00,5.474999999999994454e-02
4.800000000000000000e+01,1.000000000000000000e+00,6.024999999999991473e-02
4.900000000000000000e+01,1.000000000000000000e+00,5.950000000000006672e-02
5.000000000000000000e+01,1.000000000000000000e+00,6.274999999999994471e-02
5.100000000000000000e+01,1.000000000000000000e+00,6.199999999999992323e-02
5.200000000000000000e+01,1.000000000000000000e+00,5.224999999999990763e-02
5.300000000000000000e+01,1.000000000000000000e+00,6.749999999999989342e-02
5.400000000000000000e+01,1.000000000000000000e+00,6.349999999999997313e-02
5.500000000000000000e+01,1.000000000000000000e+00,6.850000000000004696e-02
5.600000000000000000e+01,1.000000000000000000e+00,7.149999999999998024e-02
5.700000000000000000e+01,1.000000000000000000e+00,5.625000000000000139e-02
5.800000000000000000e+01,1.000000000000000000e+00,7.650000000000005407e-02
5.900000000000000000e+01,1.000000000000000000e+00,6.349999999999997313e-02
6.000000000000000000e+01,1.000000000000000000e+00,7.724999999999990208e-02
6.100000000000000000e+01,1.000000000000000000e+00,7.249999999999996725e-02
6.200000000000000000e+01,1.000000000000000000e+00,6.850000000000004696e-02
6.300000000000000000e+01,1.000000000000000000e+00,8.450000000000006117e-02
6.400000000000000000e+01,1.000000000000000000e+00,9.324999999999991629e-02
6.500000000000000000e+01,1.000000000000000000e+00,8.524999999999990918e-02
6.600000000000000000e+01,1.000000000000000000e+00,8.300000000000000433e-02
6.700000000000000000e+01,1.000000000000000000e+00,8.925000000000000988e-02
6.800000000000000000e+01,1.000000000000000000e+00,9.249999999999988787e-02
6.900000000000000000e+01,1.000000000000000000e+00,9.175000000000003986e-02
7.000000000000000000e+01,1.000000000000000000e+00,9.249999999999988787e-02
7.100000000000000000e+01,1.000000000000000000e+00,9.424999999999990330e-02
7.200000000000000000e+01,1.000000000000000000e+00,9.649999999999998856e-02
7.300000000000000000e+01,1.000000000000000000e+00,9.749999999999996170e-02
7.400000000000000000e+01,1.000000000000000000e+00,9.324999999999991629e-02
7.500000000000000000e+01,1.000000000000000000e+00,1.004999999999998950e-01
7.600000000000000000e+01,1.000000000000000000e+00,1.015000000000000624e-01
7.700000000000000000e+01,1.000000000000000000e+00,1.022499999999999104e-01
7.800000000000000000e+01,1.000000000000000000e+00,1.037499999999999672e-01
7.900000000000000000e+01,1.000000000000000000e+00,1.004999999999998950e-01
8.000000000000000000e+01,1.000000000000000000e+00,1.087500000000000411e-01
8.100000000000000000e+01,1.000000000000000000e+00,1.087500000000000411e-01
8.200000000000000000e+01,1.000000000000000000e+00,1.102499999999999175e-01
8.300000000000000000e+01,1.000000000000000000e+00,1.095000000000000695e-01
8.400000000000000000e+01,1.000000000000000000e+00,1.022499999999999104e-01
8.500000000000000000e+01,1.000000000000000000e+00,1.102499999999999175e-01
8.600000000000000000e+01,1.000000000000000000e+00,1.160000000000000198e-01
8.700000000000000000e+01,1.000000000000000000e+00,1.337500000000000355e-01
8.800000000000000000e+01,1.000000000000000000e+00,1.167500000000000482e-01
8.900000000000000000e+01,1.000000000000000000e+00,1.182499999999999246e-01
9.000000000000000000e+01,1.000000000000000000e+00,1.182499999999999246e-01
9.100000000000000000e+01,1.000000000000000000e+00,1.222500000000000114e-01
9.200000000000000000e+01,1.000000000000000000e+00,1.247500000000000553e-01
9.300000000000000000e+01,1.000000000000000000e+00,1.247500000000000553e-01
9.400000000000000000e+01,1.000000000000000000e+00,1.142500000000000043e-01
9.500000000000000000e+01,1.000000000000000000e+00,1.247500000000000553e-01
9.600000000000000000e+01,1.000000000000000000e+00,1.222500000000000114e-01
9.700000000000000000e+01,1.000000000000000000e+00,1.232499999999999984e-01
9.800000000000000000e+01,1.000000000000000000e+00,1.312500000000000056e-01
9.900000000000000000e+01,1.000000000000000000e+00,1.199999999999999262e-01
1.000000000000000000e+02,1.000000000000000000e+00,1.327500000000000624e-01
1.010000000000000000e+02,1.000000000000000000e+00,1.265000000000000568e-01
1.020000000000000000e+02,1.000000000000000000e+00,1.222500000000000114e-01
1.030000000000000000e+02,1.000000000000000000e+00,1.352499999999999258e-01
1.040000000000000000e+02,1.000000000000000000e+00,1.392500000000000127e-01
1.050000000000000000e+02,1.000000000000000000e+00,1.410000000000000142e-01
1.060000000000000000e+02,1.000000000000000000e+00,1.337500000000000355e-01
1.070000000000000000e+02,1.000000000000000000e+00,1.337500000000000355e-01
1.080000000000000000e+02,1.000000000000000000e+00,1.417500000000000426e-01
1.090000000000000000e+02,1.000000000000000000e+00,1.320000000000000340e-01
1.100000000000000000e+02,1.000000000000000000e+00,1.457499999999999629e-01
1.110000000000000000e+02,1.000000000000000000e+00,1.400000000000000411e-01
1.120000000000000000e+02,1.000000000000000000e+00,1.482499999999999929e-01
1.130000000000000000e+02,1.000000000000000000e+00,1.482499999999999929e-01
1.140000000000000000e+02,1.000000000000000000e+00,1.490000000000000213e-01
1.150000000000000000e+02,1.000000000000000000e+00,1.497500000000000497e-01
1.160000000000000000e+02,1.000000000000000000e+00,1.439999999999999614e-01
1.170000000000000000e+02,1.000000000000000000e+00,1.522499999999999132e-01
1.180000000000000000e+02,1.000000000000000000e+00,1.554999999999999716e-01
1.190000000000000000e+02,1.000000000000000000e+00,1.504999999999999116e-01
1.200000000000000000e+02,1.000000000000000000e+00,1.570000000000000284e-01
1.210000000000000000e+02,1.000000000000000000e+00,1.699999999999999289e-01
1.220000000000000000e+02,1.000000000000000000e+00,1.595000000000000584e-01
1.230000000000000000e+02,1.000000000000000000e+00,1.464999999999999913e-01
1.240000000000000000e+02,1.000000000000000000e+00,1.602499999999999203e-01
1.250000000000000000e+02,1.000000000000000000e+00,1.627499999999999503e-01
1.260000000000000000e+02,1.000000000000000000e+00,1.642500000000000071e-01
1.270000000000000000e+02,1.000000000000000000e+00,1.657500000000000639e-01
1.280000000000000000e+02,1.000000000000000000e+00,1.577500000000000568e-01
1.290000000000000000e+02,1.000000000000000000e+00,1.650000000000000355e-01
1.300000000000000000e+02,1.000000000000000000e+00,1.627499999999999503e-01
1.310000000000000000e+02,1.000000000000000000e+00,1.820000000000000229e-01
1.320000000000000000e+02,1.000000000000000000e+00,1.682499999999999274e-01
1.330000000000000000e+02,1.000000000000000000e+00,1.674999999999998990e-01
1.340000000000000000e+02,1.000000000000000000e+00,1.699999999999999289e-01
1.350000000000000000e+02,1.000000000000000000e+00,1.634999999999999787e-01
1.360000000000000000e+02,1.000000000000000000e+00,1.730000000000000426e-01
1.370000000000000000e+02,1.000000000000000000e+00,1.682499999999999274e-01
1.380000000000000000e+02,1.000000000000000000e+00,1.747500000000000442e-01
1.390000000000000000e+02,1.000000000000000000e+00,1.722500000000000142e-01
1.400000000000000000e+02,1.000000000000000000e+00,1.627499999999999503e-01
1.410000000000000000e+02,1.000000000000000000e+00,1.740000000000000158e-01
1.420000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
1.430000000000000000e+02,1.000000000000000000e+00,1.634999999999999787e-01
1.440000000000000000e+02,1.000000000000000000e+00,1.730000000000000426e-01
1.450000000000000000e+02,1.000000000000000000e+00,1.642500000000000071e-01
1.460000000000000000e+02,1.000000000000000000e+00,1.754999999999999061e-01
1.470000000000000000e+02,1.000000000000000000e+00,1.820000000000000229e-01
1.480000000000000000e+02,1.000000000000000000e+00,1.682499999999999274e-01
1.490000000000000000e+02,1.000000000000000000e+00,1.802500000000000213e-01
1.500000000000000000e+02,1.000000000000000000e+00,1.772499999999999076e-01
1.510000000000000000e+02,1.000000000000000000e+00,1.812499999999999944e-01
1.520000000000000000e+02,1.000000000000000000e+00,1.747500000000000442e-01
1.530000000000000000e+02,1.000000000000000000e+00,1.779999999999999361e-01
1.540000000000000000e+02,1.000000000000000000e+00,1.820000000000000229e-01
1.550000000000000000e+02,1.000000000000000000e+00,1.990000000000000102e-01
1.560000000000000000e+02,1.000000000000000000e+00,1.867499999999999716e-01
1.570000000000000000e+02,1.000000000000000000e+00,1.714999999999999858e-01
1.580000000000000000e+02,1.000000000000000000e+00,1.875000000000000000e-01
1.590000000000000000e+02,1.000000000000000000e+00,1.820000000000000229e-01
1.600000000000000000e+02,1.000000000000000000e+00,1.787499999999999645e-01
1.610000000000000000e+02,1.000000000000000000e+00,1.892500000000000016e-01
1.620000000000000000e+02,1.000000000000000000e+00,1.794999999999999929e-01
1.630000000000000000e+02,1.000000000000000000e+00,1.892500000000000016e-01
1.640000000000000000e+02,1.000000000000000000e+00,1.932499999999999218e-01
1.650000000000000000e+02,1.000000000000000000e+00,1.859999999999999432e-01
1.660000000000000000e+02,1.000000000000000000e+00,1.939999999999999503e-01
1.670000000000000000e+02,1.000000000000000000e+00,1.947499999999999787e-01
1.680000000000000000e+02,1.000000000000000000e+00,1.997500000000000386e-01
1.690000000000000000e+02,1.000000000000000000e+00,1.957499999999999518e-01
1.700000000000000000e+02,1.000000000000000000e+00,1.964999999999999802e-01
1.710000000000000000e+02,1.000000000000000000e+00,1.972500000000000087e-01
1.720000000000000000e+02,1.000000000000000000e+00,1.972500000000000087e-01
1.730000000000000000e+02,1.000000000000000000e+00,1.852499999999999147e-01
1.740000000000000000e+02,1.000000000000000000e+00,1.980000000000000371e-01
1.750000000000000000e+02,1.000000000000000000e+00,1.964999999999999802e-01
1.760000000000000000e+02,1.000000000000000000e+00,2.012499999999999289e-01
1.770000000000000000e+02,1.000000000000000000e+00,2.004999999999999005e-01
1.780000000000000000e+02,1.000000000000000000e+00,1.980000000000000371e-01
1.790000000000000000e+02,1.000000000000000000e+00,2.052500000000000158e-01
1.800000000000000000e+02,1.000000000000000000e+00,1.892500000000000016e-01
1.810000000000000000e+02,1.000000000000000000e+00,2.052500000000000158e-01
1.820000000000000000e+02,1.000000000000000000e+00,1.972500000000000087e-01
1.830000000000000000e+02,1.000000000000000000e+00,2.052500000000000158e-01
1.840000000000000000e+02,1.000000000000000000e+00,1.990000000000000102e-01
1.850000000000000000e+02,1.000000000000000000e+00,2.157500000000000528e-01
1.860000000000000000e+02,1.000000000000000000e+00,2.070000000000000173e-01
1.870000000000000000e+02,1.000000000000000000e+00,2.197499999999999731e-01
1.880000000000000000e+02,1.000000000000000000e+00,2.102499999999999092e-01
1.890000000000000000e+02,1.000000000000000000e+00,2.124999999999999944e-01
1.900000000000000000e+02,1.000000000000000000e+00,2.102499999999999092e-01
1.910000000000000000e+02,1.000000000000000000e+00,2.142499999999999960e-01
1.920000000000000000e+02,1.000000000000000000e+00,2.037499999999999589e-01
1.930000000000000000e+02,1.000000000000000000e+00,2.150000000000000244e-01
1.940000000000000000e+02,1.000000000000000000e+00,2.142499999999999960e-01
1.950000000000000000e+02,1.000000000000000000e+00,2.029999999999999305e-01
1.960000000000000000e+02,1.000000000000000000e+00,2.134999999999999676e-01
1.970000000000000000e+02,1.000000000000000000e+00,2.029999999999999305e-01
1.980000000000000000e+02,1.000000000000000000e+00,2.174999999999998879e-01
1.990000000000000000e+02,1.000000000000000000e+00,2.084999999999999076e-01
2.000000000000000000e+02,1.000000000000000000e+00,2.197499999999999731e-01
2.010000000000000000e+02,1.000000000000000000e+00,2.189999999999999447e-01
2.020000000000000000e+02,1.000000000000000000e+00,2.207499999999999463e-01
2.030000000000000000e+02,1.000000000000000000e+00,2.182499999999999163e-01
2.040000000000000000e+02,1.000000000000000000e+00,2.037499999999999589e-01
2.050000000000000000e+02,1.000000000000000000e+00,2.214999999999999747e-01
2.060000000000000000e+02,1.000000000000000000e+00,2.102499999999999092e-01
2.070000000000000000e+02,1.000000000000000000e+00,2.214999999999999747e-01
2.080000000000000000e+02,1.000000000000000000e+00,2.077500000000000457e-01
2.090000000000000000e+02,1.000000000000000000e+00,2.214999999999999747e-01
2.100000000000000000e+02,1.000000000000000000e+00,2.230000000000000315e-01
2.110000000000000000e+02,1.000000000000000000e+00,2.222500000000000031e-01
2.120000000000000000e+02,1.000000000000000000e+00,2.222500000000000031e-01
2.130000000000000000e+02,1.000000000000000000e+00,2.124999999999999944e-01
2.140000000000000000e+02,1.000000000000000000e+00,2.254999999999998950e-01
2.150000000000000000e+02,1.000000000000000000e+00,2.142499999999999960e-01
2.160000000000000000e+02,1.000000000000000000e+00,2.287499999999999534e-01
2.170000000000000000e+02,1.000000000000000000e+00,2.117499999999999660e-01
2.180000000000000000e+02,1.000000000000000000e+00,2.287499999999999534e-01
2.190000000000000000e+02,1.000000000000000000e+00,2.294999999999999818e-01
2.200000000000000000e+02,1.000000000000000000e+00,2.294999999999999818e-01
2.210000000000000000e+02,1.000000000000000000e+00,2.294999999999999818e-01
2.220000000000000000e+02,1.000000000000000000e+00,2.262499999999999234e-01
2.230000000000000000e+02,1.000000000000000000e+00,2.302500000000000102e-01
2.240000000000000000e+02,1.000000000000000000e+00,2.197499999999999731e-01
2.250000000000000000e+02,1.000000000000000000e+00,2.352499999999999036e-01
2.260000000000000000e+02,1.000000000000000000e+00,2.287499999999999534e-01
2.270000000000000000e+02,1.000000000000000000e+00,2.342499999999999305e-01
2.280000000000000000e+02,1.000000000000000000e+00,2.352499999999999036e-01
2.290000000000000000e+02,1.000000000000000000e+00,2.439999999999999392e-01
2.300000000000000000e+02,1.000000000000000000e+00,2.374999999999999889e-01
2.310000000000000000e+02,1.000000000000000000e+00,2.294999999999999818e-01
2.320000000000000000e+02,1.000000000000000000e+00,2.359999999999999321e-01
2.330000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
2.340000000000000000e+02,1.000000000000000000e+00,2.545000000000000040e-01
2.350000000000000000e+02,1.000000000000000000e+00,2.384999999999999898e-01
2.360000000000000000e+02,1.000000000000000000e+00,2.294999999999999818e-01
2.370000000000000000e+02,1.000000000000000000e+00,2.367499999999999605e-01
2.380000000000000000e+02,1.000000000000000000e+00,2.367499999999999605e-01
2.390000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
2.400000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
2.410000000000000000e+02,1.000000000000000000e+00,2.414999999999999092e-01
2.420000000000000000e+02,1.000000000000000000e+00,2.334999999999999021e-01
2.430000000000000000e+02,1.000000000000000000e+00,2.407500000000000751e-01
2.440000000000000000e+02,1.000000000000000000e+00,2.279999999999999249e-01
2.450000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
2.460000000000000000e+02,1.000000000000000000e+00,2.352499999999999036e-01
2.470000000000000000e+02,1.000000000000000000e+00,2.294999999999999818e-01
2.480000000000000000e+02,1.000000000000000000e+00,2.424999999999998823e-01
2.490000000000000000e+02,1.000000000000000000e+00,2.327500000000000679e-01
2.500000000000000000e+02,1.000000000000000000e+00,2.414999999999999092e-01
2.510000000000000000e+02,1.000000000000000000e+00,2.439999999999999392e-01
2.520000000000000000e+02,1.000000000000000000e+00,2.424999999999998823e-01
2.530000000000000000e+02,1.000000000000000000e+00,2.447499999999999676e-01
2.540000000000000000e+02,1.000000000000000000e+00,2.472500000000000253e-01
2.550000000000000000e+02,1.000000000000000000e+00,2.374999999999999889e-01
2.560000000000000000e+02,1.000000000000000000e+00,2.464999999999999969e-01
2.570000000000000000e+02,1.000000000000000000e+00,2.464999999999999969e-01
2.580000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
2.590000000000000000e+02,1.000000000000000000e+00,2.480000000000000537e-01
2.600000000000000000e+02,1.000000000000000000e+00,2.457499999999999685e-01
2.610000000000000000e+02,1.000000000000000000e+00,2.392500000000000182e-01
2.620000000000000000e+02,1.000000000000000000e+00,2.480000000000000537e-01
2.630000000000000000e+02,1.000000000000000000e+00,2.529999999999999472e-01
2.640000000000000000e+02,1.000000000000000000e+00,2.497500000000000553e-01
2.650000000000000000e+02,1.000000000000000000e+00,2.689999999999999614e-01
2.660000000000000000e+02,1.000000000000000000e+00,2.529999999999999472e-01
2.670000000000000000e+02,1.000000000000000000e+00,2.529999999999999472e-01
2.680000000000000000e+02,1.000000000000000000e+00,2.577500000000000346e-01
2.690000000000000000e+02,1.000000000000000000e+00,2.447499999999999676e-01
2.700000000000000000e+02,1.000000000000000000e+00,2.537499999999999756e-01
2.710000000000000000e+02,1.000000000000000000e+00,2.537499999999999756e-01
2.720000000000000000e+02,1.000000000000000000e+00,2.414999999999999092e-01
2.730000000000000000e+02,1.000000000000000000e+00,2.439999999999999392e-01
2.740000000000000000e+02,1.000000000000000000e+00,2.545000000000000040e-01
2.750000000000000000e+02,1.000000000000000000e+00,2.537499999999999756e-01
2.760000000000000000e+02,1.000000000000000000e+00,2.674999999999999045e-01
2.770000000000000000e+02,1.000000000000000000e+00,2.625000000000000111e-01
2.780000000000000000e+02,1.000000000000000000e+00,2.545000000000000040e-01
2.790000000000000000e+02,1.000000000000000000e+00,2.504999999999998894e-01
2.800000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01
2.810000000000000000e+02,1.000000000000000000e+00,2.480000000000000537e-01
2.820000000000000000e+02,1.000000000000000000e+00,2.602499999999999258e-01
2.830000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01
2.840000000000000000e+02,1.000000000000000000e+00,2.457499999999999685e-01
2.850000000000000000e+02,1.000000000000000000e+00,2.537499999999999756e-01
2.860000000000000000e+02,1.000000000000000000e+00,2.592499999999999249e-01
2.870000000000000000e+02,1.000000000000000000e+00,2.584999999999998965e-01
2.880000000000000000e+02,1.000000000000000000e+00,2.584999999999998965e-01
2.890000000000000000e+02,1.000000000000000000e+00,2.609999999999999543e-01
2.900000000000000000e+02,1.000000000000000000e+00,2.504999999999998894e-01
2.910000000000000000e+02,1.000000000000000000e+00,2.617499999999999827e-01
2.920000000000000000e+02,1.000000000000000000e+00,2.609999999999999543e-01
2.930000000000000000e+02,1.000000000000000000e+00,2.602499999999999258e-01
2.940000000000000000e+02,1.000000000000000000e+00,2.504999999999998894e-01
2.950000000000000000e+02,1.000000000000000000e+00,2.512499999999999178e-01
2.960000000000000000e+02,1.000000000000000000e+00,2.625000000000000111e-01
2.970000000000000000e+02,1.000000000000000000e+00,2.625000000000000111e-01
2.980000000000000000e+02,1.000000000000000000e+00,2.625000000000000111e-01
2.990000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.000000000000000000e+02,1.000000000000000000e+00,2.537499999999999756e-01
3.010000000000000000e+02,1.000000000000000000e+00,2.674999999999999045e-01
3.020000000000000000e+02,1.000000000000000000e+00,2.650000000000000133e-01
3.030000000000000000e+02,1.000000000000000000e+00,2.664999999999999036e-01
3.040000000000000000e+02,1.000000000000000000e+00,2.592499999999999249e-01
3.050000000000000000e+02,1.000000000000000000e+00,2.584999999999998965e-01
3.060000000000000000e+02,1.000000000000000000e+00,2.664999999999999036e-01
3.070000000000000000e+02,1.000000000000000000e+00,2.682499999999999329e-01
3.080000000000000000e+02,1.000000000000000000e+00,2.705000000000000182e-01
3.090000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01
3.100000000000000000e+02,1.000000000000000000e+00,2.602499999999999258e-01
3.110000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.120000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.130000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.140000000000000000e+02,1.000000000000000000e+00,2.560000000000000608e-01
3.150000000000000000e+02,1.000000000000000000e+00,2.794999999999999707e-01
3.160000000000000000e+02,1.000000000000000000e+00,2.689999999999999614e-01
3.170000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.180000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.190000000000000000e+02,1.000000000000000000e+00,2.762499999999999400e-01
3.200000000000000000e+02,1.000000000000000000e+00,2.705000000000000182e-01
3.210000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.220000000000000000e+02,1.000000000000000000e+00,2.609999999999999543e-01
3.230000000000000000e+02,1.000000000000000000e+00,2.689999999999999614e-01
3.240000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.250000000000000000e+02,1.000000000000000000e+00,2.705000000000000182e-01
3.260000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.270000000000000000e+02,1.000000000000000000e+00,2.892500000000000071e-01
3.280000000000000000e+02,1.000000000000000000e+00,2.682499999999999329e-01
3.290000000000000000e+02,1.000000000000000000e+00,2.705000000000000182e-01
3.300000000000000000e+02,1.000000000000000000e+00,2.602499999999999258e-01
3.310000000000000000e+02,1.000000000000000000e+00,2.980000000000000426e-01
3.320000000000000000e+02,1.000000000000000000e+00,2.697499999999999898e-01
3.330000000000000000e+02,1.000000000000000000e+00,2.714999999999999636e-01
3.340000000000000000e+02,1.000000000000000000e+00,2.674999999999999045e-01
3.350000000000000000e+02,1.000000000000000000e+00,2.602499999999999258e-01
3.360000000000000000e+02,1.000000000000000000e+00,2.747500000000000497e-01
3.370000000000000000e+02,1.000000000000000000e+00,2.754999999999999116e-01
