t,MV,PV,DV
0.000000000000000000e+00,3.000000000000000000e+01,3.578999999999999915e+01,5.000000000000000000e+01
1.000000000000000000e+00,3.000000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01
2.000000000000000000e+00,3.000000000000000000e+01,3.610999999999999943e+01,5.000000000000000000e+01
3.000000000000000000e+00,3.000000000000000000e+01,3.556000000000000227e+01,5.000000000000000000e+01
4.000000000000000000e+00,3.000000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01
5.000000000000000000e+00,3.000000000000000000e+01,3.585000000000000142e+01,5.000000000000000000e+01
6.000000000000000000e+00,3.000000000000000000e+01,3.610999999999999943e+01,5.000000000000000000e+01
7.000000000000000000e+00,3.000000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01
8.000000000000000000e+00,3.000000000000000000e+01,3.624000000000000199e+01,5.000000000000000000e+01
9.000000000000000000e+00,3.000000000000000000e+01,3.627000000000000313e+01,5.000000000000000000e+01
1.000000000000000000e+01,3.000000000000000000e+01,3.624000000000000199e+01,5.000000000000000000e+01
1.100000000000000000e+01,3.000000000000000000e+01,3.621000000000000085e+01,5.000000000000000000e+01
1.200000000000000000e+01,7.000000000000000000e+01,3.595000000000000284e+01,5.000000000000000000e+01
1.300000000000000000e+01,7.000000000000000000e+01,3.632999999999999829e+01,5.000000000000000000e+01
1.400000000000000000e+01,7.000000000000000000e+01,3.629999999999999716e+01,5.000000000000000000e+01
1.500000000000000000e+01,7.000000000000000000e+01,3.629999999999999716e+01,5.000000000000000000e+01
1.600000000000000000e+01,7.000000000000000000e+01,3.632999999999999829e+01,5.000000000000000000e+01
1.700000000000000000e+01,7.000000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01
1.800000000000000000e+01,7.000000000000000000e+01,3.642999999999999972e+01,5.000000000000000000e+01
1.900000000000000000e+01,7.000000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01
2.000000000000000000e+01,7.000000000000000000e+01,3.646000000000000085e+01,5.000000000000000000e+01
2.100000000000000000e+01,7.000000000000000000e+01,3.646000000000000085e+01,5.000000000000000000e+01
2.200000000000000000e+01,7.000000000000000000e+01,3.627000000000000313e+01,5.000000000000000000e+01
2.300000000000000000e+01,7.000000000000000000e+01,3.665999999999999659e+01,5.000000000000000000e+01
2.400000000000000000e+01,7.000000000000000000e+01,3.688000000000000256e+01,5.000000000000000000e+01
2.500000000000000000e+01,7.000000000000000000e+01,3.663000000000000256e+01,5.000000000000000000e+01
2.600000000000000000e+01,7.000000000000000000e+01,3.656000000000000227e+01,5.000000000000000000e+01
2.700000000000000000e+01,7.000000000000000000e+01,3.721000000000000085e+01,5.000000000000000000e+01
2.800000000000000000e+01,7.000000000000000000e+01,3.678999999999999915e+01,5.000000000000000000e+01
2.900000000000000000e+01,7.000000000000000000e+01,3.632999999999999829e+01,5.000000000000000000e+01
3.000000000000000000e+01,7.000000000000000000e+01,3.697999999999999687e+01,5.000000000000000000e+01
3.100000000000000000e+01,7.000000000000000000e+01,3.700999999999999801e+01,5.000000000000000000e+01
3.200000000000000000e+01,7.000000000000000000e+01,3.700999999999999801e+01,5.000000000000000000e+01
3.300000000000000000e+01,7.000000000000000000e+01,3.710999999999999943e+01,5.000000000000000000e+01
3.400000000000000000e+01,7.000000000000000000e+01,3.703999999999999915e+01,5.000000000000000000e+01
3.500000000000000000e+01,7.000000000000000000e+01,3.724000000000000199e+01,5.000000000000000000e+01
3.600000000000000000e+01,7.000000000000000000e+01,3.685000000000000142e+01,5.000000000000000000e+01
3.700000000000000000e+01,7.000000000000000000e+01,3.736999999999999744e+01,5.000000000000000000e+01
3.800000000000000000e+01,7.000000000000000000e+01,3.736999999999999744e+01,5.000000000000000000e+01
3.900000000000000000e+01,7.000000000000000000e+01,3.724000000000000199e+01,5.000000000000000000e+01
4.000000000000000000e+01,7.000000000000000000e+01,3.739999999999999858e+01,5.000000000000000000e+01
4.100000000000000000e+01,7.000000000000000000e+01,3.742999999999999972e+01,5.000000000000000000e+01
4.200000000000000000e+01,7.000000000000000000e+01,3.765999999999999659e+01,5.000000000000000000e+01
4.300000000000000000e+01,7.000000000000000000e+01,3.765999999999999659e+01,5.000000000000000000e+01
4.400000000000000000e+01,7.000000000000000000e+01,3.765999999999999659e+01,5.000000000000000000e+01
4.500000000000000000e+01,7.000000000000000000e+01,3.768999999999999773e+01,5.000000000000000000e+01
4.600000000000000000e+01,7.000000000000000000e+01,3.739999999999999858e+01,5.000000000000000000e+01
4.700000000000000000e+01,7.000000000000000000e+01,3.795000000000000284e+01,5.000000000000000000e+01
4.800000000000000000e+01,7.000000000000000000e+01,3.775000000000000000e+01,5.000000000000000000e+01
4.900000000000000000e+01,7.000000000000000000e+01,3.797999999999999687e+01,5.000000000000000000e+01
5.000000000000000000e+01,7.000000000000000000e+01,3.795000000000000284e+01,5.000000000000000000e+01
5.100000000000000000e+01,7.000000000000000000e+01,3.795000000000000284e+01,5.000000000000000000e+01
5.200000000000000000e+01,7.000000000000000000e+01,3.814000000000000057e+01,5.000000000000000000e+01
5.300000000000000000e+01,7.000000000000000000e+01,3.878000000000000114e+01,5.000000000000000000e+01
5.400000000000000000e+01,7.000000000000000000e+01,3.829999999999999716e+01,5.000000000000000000e+01
5.500000000000000000e+01,7.000000000000000000e+01,3.778999999999999915e+01,5.000000000000000000e+01
5.600000000000000000e+01,7.000000000000000000e+01,3.832999999999999829e+01,5.000000000000000000e+01
5.700000000000000000e+01,7.000000000000000000e+01,3.846000000000000085e+01,5.000000000000000000e+01
5.800000000000000000e+01,7.000000000000000000e+01,3.839999999999999858e+01,5.000000000000000000e+01
5.900000000000000000e+01,7.000000000000000000e+01,3.861999999999999744e+01,5.000000000000000000e+01
6.000000000000000000e+01,7.000000000000000000e+01,3.859000000000000341e+01,5.000000000000000000e+01
6.100000000000000000e+01,7.000000000000000000e+01,3.871999999999999886e+01,5.000000000000000000e+01
6.200000000000000000e+01,7.000000000000000000e+01,3.868999999999999773e+01,5.000000000000000000e+01
6.300000000000000000e+01,7.000000000000000000e+01,3.829999999999999716e+01,5.000000000000000000e+01
6.400000000000000000e+01,7.000000000000000000e+01,3.890999999999999659e+01,5.000000000000000000e+01
6.500000000000000000e+01,7.000000000000000000e+01,3.875000000000000000e+01,5.000000000000000000e+01
6.600000000000000000e+01,7.000000000000000000e+01,3.895000000000000284e+01,5.000000000000000000e+01
6.700000000000000000e+01,7.000000000000000000e+01,3.907000000000000028e+01,5.000000000000000000e+01
6.800000000000000000e+01,7.000000000000000000e+01,3.846000000000000085e+01,5.000000000000000000e+01
6.900000000000000000e+01,7.000000000000000000e+01,3.927000000000000313e+01,5.000000000000000000e+01
7.000000000000000000e+01,7.000000000000000000e+01,3.875000000000000000e+01,5.000000000000000000e+01
7.100000000000000000e+01,7.000000000000000000e+01,3.929999999999999716e+01,5.000000000000000000e+01
7.200000000000000000e+01,7.000000000000000000e+01,3.910999999999999943e+01,5.000000000000000000e+01
7.300000000000000000e+01,7.000000000000000000e+01,3.895000000000000284e+01,5.000000000000000000e+01
7.400000000000000000e+01,7.000000000000000000e+01,3.959000000000000341e+01,5.000000000000000000e+01
7.500000000000000000e+01,7.000000000000000000e+01,3.993999999999999773e+01,5.000000000000000000e+01
7.600000000000000000e+01,7.000000000000000000e+01,3.961999999999999744e+01,5.000000000000000000e+01
7.700000000000000000e+01,7.000000000000000000e+01,3.953000000000000114e+01,5.000000000000000000e+01
7.800000000000000000e+01,7.000000000000000000e+01,3.978000000000000114e+01,5.000000000000000000e+01
7.900000000000000000e+01,7.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
8.000000000000000000e+01,7.000000000000000000e+01,3.988000000000000256e+01,5.000000000000000000e+01
8.100000000000000000e+01,7.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
8.200000000000000000e+01,7.000000000000000000e+01,3.997999999999999687e+01,5.000000000000000000e+01
8.300000000000000000e+01,7.000000000000000000e+01,4.007000000000000028e+01,5.000000000000000000e+01
8.400000000000000000e+01,7.000000000000000000e+01,4.010999999999999943e+01,5.000000000000000000e+01
8.500000000000000000e+01,7.000000000000000000e+01,3.993999999999999773e+01,5.000000000000000000e+01
8.600000000000000000e+01,7.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
8.700000000000000000e+01,7.000000000000000000e+01,4.027000000000000313e+01,5.000000000000000000e+01
8.800000000000000000e+01,7.000000000000000000e+01,4.029999999999999716e+01,5.000000000000000000e+01
8.900000000000000000e+01,7.000000000000000000e+01,4.035999999999999943e+01,5.000000000000000000e+01
9.000000000000000000e+01,7.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
9.100000000000000000e+01,7.000000000000000000e+01,4.056000000000000227e+01,5.000000000000000000e+01
9.200000000000000000e+01,7.000000000000000000e+01,4.056000000000000227e+01,5.000000000000000000e+01
9.300000000000000000e+01,7.000000000000000000e+01,4.061999999999999744e+01,5.000000000000000000e+01
9.400000000000000000e+01,7.000000000000000000e+01,4.059000000000000341e+01,5.000000000000000000e+01
9.500000000000000000e+01,7.000000000000000000e+01,4.029999999999999716e+01,5.000000000000000000e+01
9.600000000000000000e+01,7.000000000000000000e+01,4.061999999999999744e+01,5.000000000000000000e+01
9.700000000000000000e+01,7.000000000000000000e+01,4.085000000000000142e+01,5.000000000000000000e+01
9.800000000000000000e+01,7.000000000000000000e+01,4.156000000000000227e+01,5.000000000000000000e+01
9.900000000000000000e+01,7.000000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01
1.000000000000000000e+02,7.000000000000000000e+01,4.093999999999999773e+01,5.000000000000000000e+01
1.010000000000000000e+02,7.000000000000000000e+01,4.093999999999999773e+01,5.000000000000000000e+01
1.020000000000000000e+02,7.000000000000000000e+01,4.110000000000000142e+01,5.000000000000000000e+01
1.030000000000000000e+02,7.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
1.040000000000000000e+02,7.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
1.050000000000000000e+02,7.000000000000000000e+01,4.078000000000000114e+01,5.000000000000000000e+01
1.060000000000000000e+02,7.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
