t,MV,PV,DV
1.070000000000000000e+02,7.000000000000000000e+01,4.110000000000000142e+01,5.000000000000000000e+01
1.080000000000000000e+02,7.000000000000000000e+01,4.114000000000000057e+01,5.000000000000000000e+01
1.090000000000000000e+02,7.000000000000000000e+01,4.146000000000000085e+01,5.000000000000000000e+01
1.100000000000000000e+02,7.000000000000000000e+01,4.100999999999999801e+01,5.000000000000000000e+01
1.110000000000000000e+02,7.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
1.120000000000000000e+02,7.000000000000000000e+01,4.127000000000000313e+01,5.000000000000000000e+01
1.130000000000000000e+02,7.000000000000000000e+01,4.110000000000000142e+01,5.000000000000000000e+01
1.140000000000000000e+02,7.000000000000000000e+01,4.161999999999999744e+01,5.000000000000000000e+01
1.150000000000000000e+02,7.000000000000000000e+01,4.178000000000000114e+01,5.000000000000000000e+01
1.160000000000000000e+02,7.000000000000000000e+01,4.185000000000000142e+01,5.000000000000000000e+01
1.170000000000000000e+02,7.000000000000000000e+01,4.156000000000000227e+01,5.000000000000000000e+01
1.180000000000000000e+02,7.000000000000000000e+01,4.156000000000000227e+01,5.000000000000000000e+01
1.190000000000000000e+02,7.000000000000000000e+01,4.188000000000000256e+01,5.000000000000000000e+01
1.200000000000000000e+02,7.000000000000000000e+01,4.149000000000000199e+01,5.000000000000000000e+01
1.210000000000000000e+02,7.000000000000000000e+01,4.203999999999999915e+01,5.000000000000000000e+01
1.220000000000000000e+02,7.000000000000000000e+01,4.181000000000000227e+01,5.000000000000000000e+01
1.230000000000000000e+02,7.000000000000000000e+01,4.214000000000000057e+01,5.000000000000000000e+01
1.240000000000000000e+02,7.000000000000000000e+01,4.214000000000000057e+01,5.000000000000000000e+01
1.250000000000000000e+02,7.000000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01
1.260000000000000000e+02,7.000000000000000000e+01,4.220000000000000284e+01,5.000000000000000000e+01
1.270000000000000000e+02,7.000000000000000000e+01,4.196999999999999886e+01,5.000000000000000000e+01
1.280000000000000000e+02,7.000000000000000000e+01,4.229999999999999716e+01,5.000000000000000000e+01
1.290000000000000000e+02,7.000000000000000000e+01,4.242999999999999972e+01,5.000000000000000000e+01
1.300000000000000000e+02,7.000000000000000000e+01,4.222999999999999687e+01,5.000000000000000000e+01
1.310000000000000000e+02,7.000000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01
1.320000000000000000e+02,7.000000000000000000e+01,4.300999999999999801e+01,5.000000000000000000e+01
1.330000000000000000e+02,7.000000000000000000e+01,4.259000000000000341e+01,5.000000000000000000e+01
1.340000000000000000e+02,7.000000000000000000e+01,4.207000000000000028e+01,5.000000000000000000e+01
1.350000000000000000e+02,7.000000000000000000e+01,4.261999999999999744e+01,5.000000000000000000e+01
1.360000000000000000e+02,7.000000000000000000e+01,4.271999999999999886e+01,5.000000000000000000e+01
1.370000000000000000e+02,7.000000000000000000e+01,4.278000000000000114e+01,5.000000000000000000e+01
1.380000000000000000e+02,7.000000000000000000e+01,4.284000000000000341e+01,5.000000000000000000e+01
1.390000000000000000e+02,7.000000000000000000e+01,4.252000000000000313e+01,5.000000000000000000e+01
1.400000000000000000e+02,7.000000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01
1.410000000000000000e+02,7.000000000000000000e+01,4.271999999999999886e+01,5.000000000000000000e+01
1.420000000000000000e+02,7.000000000000000000e+01,4.349000000000000199e+01,5.000000000000000000e+01
1.430000000000000000e+02,7.000000000000000000e+01,4.293999999999999773e+01,5.000000000000000000e+01
1.440000000000000000e+02,7.000000000000000000e+01,4.290999999999999659e+01,5.000000000000000000e+01
1.450000000000000000e+02,7.000000000000000000e+01,4.300999999999999801e+01,5.000000000000000000e+01
1.460000000000000000e+02,7.000000000000000000e+01,4.275000000000000000e+01,5.000000000000000000e+01
1.470000000000000000e+02,7.000000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01
1.480000000000000000e+02,7.000000000000000000e+01,4.293999999999999773e+01,5.000000000000000000e+01
1.490000000000000000e+02,7.000000000000000000e+01,4.320000000000000284e+01,5.000000000000000000e+01
1.500000000000000000e+02,7.000000000000000000e+01,4.310000000000000142e+01,5.000000000000000000e+01
1.510000000000000000e+02,7.000000000000000000e+01,4.271999999999999886e+01,5.000000000000000000e+01
1.520000000000000000e+02,7.000000000000000000e+01,4.317000000000000171e+01,5.000000000000000000e+01
1.530000000000000000e+02,7.000000000000000000e+01,4.393999999999999773e+01,5.000000000000000000e+01
1.540000000000000000e+02,7.000000000000000000e+01,4.275000000000000000e+01,5.000000000000000000e+01
1.550000000000000000e+02,7.000000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01
1.560000000000000000e+02,7.000000000000000000e+01,4.278000000000000114e+01,5.000000000000000000e+01
1.570000000000000000e+02,7.000000000000000000e+01,4.322999999999999687e+01,5.000000000000000000e+01
1.580000000000000000e+02,7.000000000000000000e+01,4.349000000000000199e+01,5.000000000000000000e+01
1.590000000000000000e+02,7.000000000000000000e+01,4.293999999999999773e+01,5.000000000000000000e+01
1.600000000000000000e+02,7.000000000000000000e+01,4.342000000000000171e+01,5.000000000000000000e+01
1.610000000000000000e+02,7.000000000000000000e+01,4.329999999999999716e+01,5.000000000000000000e+01
1.620000000000000000e+02,7.000000000000000000e+01,4.346000000000000085e+01,5.000000000000000000e+01
1.630000000000000000e+02,7.000000000000000000e+01,4.320000000000000284e+01,5.000000000000000000e+01
1.640000000000000000e+02,7.000000000000000000e+01,4.332999999999999829e+01,5.000000000000000000e+01
1.650000000000000000e+02,7.000000000000000000e+01,4.349000000000000199e+01,5.000000000000000000e+01
1.660000000000000000e+02,7.000000000000000000e+01,4.417000000000000171e+01,5.000000000000000000e+01
1.670000000000000000e+02,7.000000000000000000e+01,4.367999999999999972e+01,5.000000000000000000e+01
1.680000000000000000e+02,7.000000000000000000e+01,4.307000000000000028e+01,5.000000000000000000e+01
1.690000000000000000e+02,7.000000000000000000e+01,4.371000000000000085e+01,5.000000000000000000e+01
1.700000000000000000e+02,7.000000000000000000e+01,4.349000000000000199e+01,5.000000000000000000e+01
1.710000000000000000e+02,7.000000000000000000e+01,4.335999999999999943e+01,5.000000000000000000e+01
1.720000000000000000e+02,7.000000000000000000e+01,4.378000000000000114e+01,5.000000000000000000e+01
1.730000000000000000e+02,7.000000000000000000e+01,4.339000000000000057e+01,5.000000000000000000e+01
1.740000000000000000e+02,7.000000000000000000e+01,4.378000000000000114e+01,5.000000000000000000e+01
1.750000000000000000e+02,7.000000000000000000e+01,4.393999999999999773e+01,5.000000000000000000e+01
1.760000000000000000e+02,7.000000000000000000e+01,4.364999999999999858e+01,5.000000000000000000e+01
1.770000000000000000e+02,7.000000000000000000e+01,4.396999999999999886e+01,5.000000000000000000e+01
1.780000000000000000e+02,7.000000000000000000e+01,4.400000000000000000e+01,5.000000000000000000e+01
1.790000000000000000e+02,7.000000000000000000e+01,4.420000000000000284e+01,5.000000000000000000e+01
1.800000000000000000e+02,7.000000000000000000e+01,4.403999999999999915e+01,5.000000000000000000e+01
1.810000000000000000e+02,7.000000000000000000e+01,4.407000000000000028e+01,5.000000000000000000e+01
1.820000000000000000e+02,7.000000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01
1.830000000000000000e+02,7.000000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01
1.840000000000000000e+02,7.000000000000000000e+01,4.361999999999999744e+01,5.000000000000000000e+01
1.850000000000000000e+02,7.000000000000000000e+01,4.413000000000000256e+01,5.000000000000000000e+01
1.860000000000000000e+02,7.000000000000000000e+01,4.407000000000000028e+01,5.000000000000000000e+01
1.870000000000000000e+02,7.000000000000000000e+01,4.425999999999999801e+01,5.000000000000000000e+01
1.880000000000000000e+02,7.000000000000000000e+01,4.422999999999999687e+01,5.000000000000000000e+01
1.890000000000000000e+02,7.000000000000000000e+01,4.413000000000000256e+01,5.000000000000000000e+01
1.900000000000000000e+02,7.000000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01
1.910000000000000000e+02,7.000000000000000000e+01,4.378000000000000114e+01,5.000000000000000000e+01
1.920000000000000000e+02,7.000000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01
1.930000000000000000e+02,7.000000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01
1.940000000000000000e+02,7.000000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01
1.950000000000000000e+02,7.000000000000000000e+01,4.417000000000000171e+01,5.000000000000000000e+01
1.960000000000000000e+02,7.000000000000000000e+01,4.484000000000000341e+01,5.000000000000000000e+01
1.970000000000000000e+02,7.000000000000000000e+01,4.449000000000000199e+01,5.000000000000000000e+01
1.980000000000000000e+02,7.000000000000000000e+01,4.500000000000000000e+01,5.000000000000000000e+01
1.990000000000000000e+02,7.000000000000000000e+01,4.461999999999999744e+01,5.000000000000000000e+01
2.000000000000000000e+02,7.000000000000000000e+01,4.471000000000000085e+01,5.000000000000000000e+01
2.010000000000000000e+02,7.000000000000000000e+01,4.461999999999999744e+01,5.000000000000000000e+01
2.020000000000000000e+02,7.000000000000000000e+01,4.478000000000000114e+01,5.000000000000000000e+01
2.030000000000000000e+02,7.000000000000000000e+01,4.435999999999999943e+01,5.000000000000000000e+01
2.040000000000000000e+02,7.000000000000000000e+01,4.481000000000000227e+01,5.000000000000000000e+01
2.050000000000000000e+02,7.000000000000000000e+01,4.478000000000000114e+01,5.000000000000000000e+01
2.060000000000000000e+02,7.000000000000000000e+01,4.432999999999999829e+01,5.000000000000000000e+01
2.070000000000000000e+02,7.000000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01
2.080000000000000000e+02,7.000000000000000000e+01,4.432999999999999829e+01,5.000000000000000000e+01
2.090000000000000000e+02,7.000000000000000000e+01,4.490999999999999659e+01,5.000000000000000000e+01
2.100000000000000000e+02,7.000000000000000000e+01,4.454999999999999716e+01,5.000000000000000000e+01
2.110000000000000000e+02,7.000000000000000000e+01,4.500000000000000000e+01,5.000000000000000000e+01
2.120000000000000000e+02,7.000000000000000000e+01,4.496999999999999886e+01,5.000000000000000000e+01
2.130000000000000000e+02,7.000000000000000000e+01,4.503999999999999915e+01,5.000000000000000000e+01
2.140000000000000000e+02,7.000000000000000000e+01,4.493999999999999773e+01,5.000000000000000000e+01
2.150000000000000000e+02,7.000000000000000000e+01,4.435999999999999943e+01,5.000000000000000000e+01
2.160000000000000000e+02,7.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
2.170000000000000000e+02,7.000000000000000000e+01,4.461999999999999744e+01,5.000000000000000000e+01
2.180000000000000000e+02,7.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
2.190000000000000000e+02,7.000000000000000000e+01,4.452000000000000313e+01,5.000000000000000000e+01
2.200000000000000000e+02,7.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
2.210000000000000000e+02,7.000000000000000000e+01,4.513000000000000256e+01,5.000000000000000000e+01
2.220000000000000000e+02,7.000000000000000000e+01,4.510000000000000142e+01,5.000000000000000000e+01
2.230000000000000000e+02,7.000000000000000000e+01,4.510000000000000142e+01,5.000000000000000000e+01
2.240000000000000000e+02,7.000000000000000000e+01,4.471000000000000085e+01,5.000000000000000000e+01
2.250000000000000000e+02,7.000000000000000000e+01,4.522999999999999687e+01,5.000000000000000000e+01
2.260000000000000000e+02,7.000000000000000000e+01,4.478000000000000114e+01,5.000000000000000000e+01
2.270000000000000000e+02,7.000000000000000000e+01,4.535999999999999943e+01,5.000000000000000000e+01
2.280000000000000000e+02,7.000000000000000000e+01,4.467999999999999972e+01,5.000000000000000000e+01
2.290000000000000000e+02,7.000000000000000000e+01,4.535999999999999943e+01,5.000000000000000000e+01
2.300000000000000000e+02,7.000000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01
2.310000000000000000e+02,7.000000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01
2.320000000000000000e+02,7.000000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01
2.330000000000000000e+02,7.000000000000000000e+01,4.525999999999999801e+01,5.000000000000000000e+01
2.340000000000000000e+02,7.000000000000000000e+01,4.542000000000000171e+01,5.000000000000000000e+01
2.350000000000000000e+02,7.000000000000000000e+01,4.500000000000000000e+01,5.000000000000000000e+01
2.360000000000000000e+02,7.000000000000000000e+01,4.561999999999999744e+01,5.000000000000000000e+01
2.370000000000000000e+02,7.000000000000000000e+01,4.535999999999999943e+01,5.000000000000000000e+01
2.380000000000000000e+02,7.000000000000000000e+01,4.557999999999999829e+01,5.000000000000000000e+01
2.390000000000000000e+02,7.000000000000000000e+01,4.561999999999999744e+01,5.000000000000000000e+01
2.400000000000000000e+02,7.000000000000000000e+01,4.596999999999999886e+01,5.000000000000000000e+01
2.410000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.420000000000000000e+02,7.000000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01
2.430000000000000000e+02,7.000000000000000000e+01,4.564999999999999858e+01,5.000000000000000000e+01
2.440000000000000000e+02,7.000000000000000000e+01,4.554999999999999716e+01,5.000000000000000000e+01
2.450000000000000000e+02,7.000000000000000000e+01,4.639000000000000057e+01,5.000000000000000000e+01
2.460000000000000000e+02,7.000000000000000000e+01,4.575000000000000000e+01,5.000000000000000000e+01
2.470000000000000000e+02,7.000000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01
2.480000000000000000e+02,7.000000000000000000e+01,4.567999999999999972e+01,5.000000000000000000e+01
2.490000000000000000e+02,7.000000000000000000e+01,4.567999999999999972e+01,5.000000000000000000e+01
2.500000000000000000e+02,7.000000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01
2.510000000000000000e+02,7.000000000000000000e+01,4.584000000000000341e+01,5.000000000000000000e+01
2.520000000000000000e+02,7.000000000000000000e+01,4.586999999999999744e+01,5.000000000000000000e+01
2.530000000000000000e+02,7.000000000000000000e+01,4.554999999999999716e+01,5.000000000000000000e+01
2.540000000000000000e+02,7.000000000000000000e+01,4.584000000000000341e+01,5.000000000000000000e+01
2.550000000000000000e+02,7.000000000000000000e+01,4.532999999999999829e+01,5.000000000000000000e+01
2.560000000000000000e+02,7.000000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01
2.570000000000000000e+02,7.000000000000000000e+01,4.561999999999999744e+01,5.000000000000000000e+01
2.580000000000000000e+02,7.000000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01
2.590000000000000000e+02,7.000000000000000000e+01,4.590999999999999659e+01,5.000000000000000000e+01
2.600000000000000000e+02,7.000000000000000000e+01,4.552000000000000313e+01,5.000000000000000000e+01
2.610000000000000000e+02,7.000000000000000000e+01,4.586999999999999744e+01,5.000000000000000000e+01
2.620000000000000000e+02,7.000000000000000000e+01,4.596999999999999886e+01,5.000000000000000000e+01
2.630000000000000000e+02,7.000000000000000000e+01,4.590999999999999659e+01,5.000000000000000000e+01
2.640000000000000000e+02,7.000000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01
2.650000000000000000e+02,7.000000000000000000e+01,4.610000000000000142e+01,5.000000000000000000e+01
2.660000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.670000000000000000e+02,7.000000000000000000e+01,4.607000000000000028e+01,5.000000000000000000e+01
2.680000000000000000e+02,7.000000000000000000e+01,4.607000000000000028e+01,5.000000000000000000e+01
2.690000000000000000e+02,7.000000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01
2.700000000000000000e+02,7.000000000000000000e+01,4.613000000000000256e+01,5.000000000000000000e+01
2.710000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.720000000000000000e+02,7.000000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01
2.730000000000000000e+02,7.000000000000000000e+01,4.613000000000000256e+01,5.000000000000000000e+01
2.740000000000000000e+02,7.000000000000000000e+01,4.632999999999999829e+01,5.000000000000000000e+01
2.750000000000000000e+02,7.000000000000000000e+01,4.620000000000000284e+01,5.000000000000000000e+01
2.760000000000000000e+02,7.000000000000000000e+01,4.696999999999999886e+01,5.000000000000000000e+01
2.770000000000000000e+02,7.000000000000000000e+01,4.632999999999999829e+01,5.000000000000000000e+01
2.780000000000000000e+02,7.000000000000000000e+01,4.632999999999999829e+01,5.000000000000000000e+01
2.790000000000000000e+02,7.000000000000000000e+01,4.652000000000000313e+01,5.000000000000000000e+01
2.800000000000000000e+02,7.000000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01
2.810000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.820000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.830000000000000000e+02,7.000000000000000000e+01,4.586999999999999744e+01,5.000000000000000000e+01
2.840000000000000000e+02,7.000000000000000000e+01,4.596999999999999886e+01,5.000000000000000000e+01
2.850000000000000000e+02,7.000000000000000000e+01,4.639000000000000057e+01,5.000000000000000000e+01
2.860000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.870000000000000000e+02,7.000000000000000000e+01,4.690999999999999659e+01,5.000000000000000000e+01
2.880000000000000000e+02,7.000000000000000000e+01,4.671000000000000085e+01,5.000000000000000000e+01
2.890000000000000000e+02,7.000000000000000000e+01,4.639000000000000057e+01,5.000000000000000000e+01
2.900000000000000000e+02,7.000000000000000000e+01,4.622999999999999687e+01,5.000000000000000000e+01
