t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man
6.400000000000000000e+01, 5.000000000000000000e+01, 8.575945043122808897e+01, -3.226129332286126328e+01, -3.498157108366827472e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.505999999999999872e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
6.500000000000000000e+01, 5.000000000000000000e+01, 8.652920262622853897e+01, -3.406642919920918899e+01, -2.462773427019349093e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.489000000000000057e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
6.600000000000000000e+01, 5.000000000000000000e+01, 8.535193456328666173e+01, -3.206627948664934280e+01, -3.285655076637318039e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.514999999999999858e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
6.700000000000000000e+01, 5.000000000000000000e+01, 8.535193456328666173e+01, -3.238616362017920380e+01, -2.965770943107458368e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.514999999999999858e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
6.800000000000000000e+01, 5.000000000000000000e+01, 8.444634374563904089e+01, -3.095188922972087298e+01, -3.494454515918167914e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.535000000000000142e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
6.900000000000000000e+01, 5.000000000000000000e+01, 8.417466650034477027e+01, -3.077519702324149620e+01, -3.399469477103274073e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.541000000000000014e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.000000000000000000e+01, 5.000000000000000000e+01, 8.431050512299191269e+01, -3.136461417235656768e+01, -2.945890950635343675e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.537999999999999901e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.100000000000000000e+01, 5.000000000000000000e+01, 8.331435522357953971e+01, -2.975610277865783360e+01, -3.558252444921705226e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.560000000000000142e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.200000000000000000e+01, 5.000000000000000000e+01, 8.313323706005002123e+01, -2.975792332888235592e+01, -3.375313731167666642e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.564000000000000057e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.300000000000000000e+01, 5.000000000000000000e+01, 8.258988256946145157e+01, -2.905272724527643646e+01, -3.537155324185014216e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.576000000000000156e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.400000000000000000e+01, 5.000000000000000000e+01, 8.213708716063766246e+01, -2.853558923332067820e+01, -3.601497927316982928e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.585999999999999943e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.500000000000000000e+01, 5.000000000000000000e+01, 8.200124853799052005e+01, -2.862777083386065868e+01, -3.373477704129863142e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.589000000000000057e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.600000000000000000e+01, 5.000000000000000000e+01, 8.127677588387243190e+01, -2.757779293669495146e+01, -3.698982947177481329e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.605000000000000071e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.700000000000000000e+01, 5.000000000000000000e+01, 8.109565772034291342e+01, -2.759331469831424144e+01, -3.502343022028671538e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.608999999999999986e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.800000000000000000e+01, 5.000000000000000000e+01, 8.109565772034291342e+01, -2.793429509241957831e+01, -3.161362627923335111e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.608999999999999986e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
7.900000000000000000e+01, 5.000000000000000000e+01, 8.023534644357769707e+01, -2.660521384262743538e+01, -3.630132600950261690e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.628000000000000114e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.000000000000000000e+01, 5.000000000000000000e+01, 8.109565772034291342e+01, -2.859550009294076034e+01, -2.500157627402151750e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.608999999999999986e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.100000000000000000e+01, 5.000000000000000000e+01, 7.964671241210675134e+01, -2.608208543067594576e+01, -3.564626981430807362e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.641000000000000014e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.200000000000000000e+01, 5.000000000000000000e+01, 8.009950782093055466e+01, -2.729063730877455640e+01, -2.808870512156000032e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.630999999999999872e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.300000000000000000e+01, 5.000000000000000711e+01, 7.892223975798866320e+01, -2.532418284529403607e+01, -3.598056912694626686e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.657000000000000028e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.400000000000000000e+01, 5.000000000000000000e+01, 7.833360572651773168e+01, -2.455452178119830364e+01, -3.779083945319427151e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.669999999999999929e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.500000000000000000e+01, 5.000000000000000000e+01, 7.951087378945960893e+01, -2.716236496449550941e+01, -2.348508824964098629e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.644000000000000128e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.600000000000000000e+01, 5.000000000000000000e+01, 7.733745582710535871e+01, -2.325577386114153455e+01, -4.081681965963822378e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.692000000000000171e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.700000000000000000e+01, 5.000000000000000711e+01, 7.747329444975250112e+01, -2.391160971392216439e+01, -3.561684735830335402e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.689000000000000057e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.800000000000000000e+01, 5.000000000000000000e+01, 7.733745582710535871e+01, -2.399991518992542083e+01, -3.337540637179939207e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.692000000000000171e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
8.900000000000000000e+01, 5.000000000000000000e+01, 7.688466041828156960e+01, -2.346334313218485335e+01, -3.421317286096714483e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.701999999999999957e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.000000000000000000e+01, 5.000000000000000000e+01, 7.688466041828156960e+01, -2.379643503929820270e+01, -3.088225378983366021e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.701999999999999957e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.100000000000000000e+01, 5.000000000000000000e+01, 7.674882179563441298e+01, -2.383864555627683401e+01, -2.910176239357579409e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.705000000000000071e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.200000000000000000e+01, 5.000000000000000000e+01, 7.543571511004539332e+01, -2.162360169850999014e+01, -3.812113411535404062e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.733999999999999986e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.300000000000000000e+01, 5.000000000000000000e+01, 7.543571511004539332e+01, -2.199474065470699458e+01, -3.440974455338400517e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.733999999999999986e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.400000000000000000e+01, 5.000000000000000000e+01, 7.525459694651587483e+01, -2.198514327845872884e+01, -3.269453668057147322e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.737999999999999901e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
9.500000000000000000e+01, 5.000000000000000000e+01, 7.425844704710350186e+01, -2.040813323748596630e+01, -3.850313809617534666e+00, 0.000000000000000000e+00, 4.400000000000000000e+01, 2.760000000000000142e+01, 5.000000000000000000e+01, 1.000000000000000000e+00
